# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
304722,24,17,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304722,25,18,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304737,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304737,69,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304737,76,2,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304737,90,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304739,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304739,3,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
315648,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
316069,1,2,1300,HLT_Mu19_v3/1,ONE,L1_SingleMu15_DQ/1300
316082,1,2,5200,HLT_Mu19_v3/4,ONE,L1_SingleMu15_DQ/1300
316456,1,2,1300,HLT_Mu19_v4/1,ONE,L1_SingleMu15_DQ/1300
